α_1_re,α_2_re,α_3_re,α_4_re,s,N
0.0,1.0,0.0,0.0,0.8902003004115647,0.0
1.0,0.0,0.0,0.0,0.17429878830866652,0.0
0.0,0.0,1.0,0.0,0.37719744780984266,0.0
0.0,0.0,1.0,0.0,0.8155720612620859,0.0
0.0,0.0,1.0,0.0,0.7343821440880196,0.0
0.0,1.0,0.0,0.0,0.15496979381580833,0.0
0.0,0.0,1.0,0.0,0.48409572389454536,0.0
0.0,0.0,1.0,0.0,0.8273536699072925,0.0
0.0,0.0,1.0,0.0,0.4356244509991667,0.0
1.0,0.0,0.0,0.0,0.9181007218287355,0.0
1.0,0.0,0.0,0.0,0.6649929992475239,0.0
0.0,0.0,0.0,1.0,0.9745701528072307,0.0
0.0,0.0,0.0,1.0,0.41386525291760634,0.0
0.0,1.0,0.0,0.0,0.05226466012780606,0.0
1.0,0.0,0.0,0.0,0.44221572565466793,0.0
0.0,0.0,1.0,0.0,0.3031695825743558,0.0
1.0,0.0,0.0,0.0,0.8388498076951946,0.0
0.9999999999999999,0.0,0.0,0.0,0.09256032629818367,0.0
0.0,0.9999999999999999,0.0,0.0,0.12577754547382713,0.0
0.0,0.0,0.0,1.0,0.05276896198065062,0.0
0.9999999999999999,0.0,0.0,0.0,0.6525367517299983,0.0
0.0,0.9999999999999999,0.0,0.0,0.2432968337749386,0.0
0.0,0.0,0.0,1.0,0.6304545324493599,0.0
0.0,0.0,0.0,1.0,0.18893644952814848,0.0
0.0,1.0,0.0,0.0,0.23187654431393623,0.0
1.0,0.0,0.0,0.0,0.37706170968712294,0.0
0.0,0.0,1.0,0.0,0.05999705822125523,0.0
0.9999999999999999,0.0,0.0,0.0,0.6817868073568984,0.0
0.0,0.9999999999999999,0.0,0.0,0.9395477270294347,0.0
0.0,0.0,0.9999999999999999,0.0,0.89440112867803,0.0
0.0,0.0,0.0,1.0,0.31421862003570966,0.0
0.0,0.0,0.0,1.0,0.6502786419999222,0.0
0.0,0.0,0.0,1.0,0.991442462331557,0.0
0.9999999999999999,0.0,0.0,0.0,0.16416935621679862,0.0
0.0,0.0,1.0,0.0,0.4605422809261793,0.0
0.0,0.0,0.0,1.0,0.6880282466167532,0.0
0.0,1.0,0.0,0.0,0.6841643001940592,0.0
1.0,0.0,0.0,0.0,0.7509538027715033,0.0
0.0,1.0,0.0,0.0,0.22353157064765694,0.0
1.0,0.0,0.0,0.0,0.061768944585569696,0.0
0.0,0.0,1.0,0.0,0.45719296049144265,0.0
1.0,0.0,0.0,0.0,0.7321375593835233,0.0
0.0,1.0,0.0,0.0,0.6099349300212672,0.0
0.0,0.0,0.0,1.0,0.3064836594607906,0.0
0.0,0.0,0.9999999999999999,0.0,0.25678562330212473,0.0
0.0,0.0,0.0,1.0,0.4480087784173662,0.0
0.0,0.0,0.0,0.9999999999999999,0.7948917267161815,0.0
0.0,1.0,0.0,0.0,0.5127555821926842,0.0
0.0,0.0,1.0,0.0,0.004853926140178211,0.0
0.0,0.0,0.0,1.0,0.4157970165731596,0.0
0.0,0.0,0.0,1.0,0.46399392778178383,0.0
1.0,0.0,0.0,0.0,0.38739691464075865,0.0
0.0,0.0,0.9999999999999999,0.0,0.08230978009705237,0.0
1.0,0.0,0.0,0.0,0.9042347671766915,0.0
0.9999999999999999,0.0,0.0,0.0,0.3556585616740352,0.0
0.0,1.0,0.0,0.0,0.4027384868680548,0.0
0.0,1.0,0.0,0.0,0.12216188887182777,0.0
0.0,1.0,0.0,0.0,0.5031732008160151,0.0
0.0,0.0,0.0,1.0,0.42101981790152565,0.0
0.0,0.0,0.0,1.0,0.21829345977527537,0.0
0.0,0.0,0.0,1.0,0.6489583814178275,0.0
0.0,0.0,0.0,1.0,0.3228521944822056,0.0
0.0,0.0,1.0,0.0,0.5131553226482612,0.0
0.0,1.0,0.0,0.0,0.6436443669493148,0.0
0.0,0.0,1.0,0.0,0.3659736694851502,0.0
0.9999999999999999,0.0,0.0,0.0,0.6534893270638988,0.0
0.0,0.0,0.0,1.0,0.06119367343808246,0.0
0.0,0.0,1.0,0.0,0.8391461392599165,0.0
1.0,0.0,0.0,0.0,0.030179068315611568,0.0
0.0,0.0,1.0,0.0,0.1786652090575369,0.0
0.0,0.0,1.0,0.0,0.39401093916593233,0.0
0.0,1.0,0.0,0.0,0.16907595765975192,0.0
0.0,0.0,0.0,0.9999999999999999,0.6077686340278056,0.0
0.0,0.0,1.0,0.0,0.5764905396475886,0.0
0.0,0.0,1.0,0.0,0.8434033165434607,0.0
1.0,0.0,0.0,0.0,0.5372606537425665,0.0
0.0,0.0,0.0,1.0,0.33259339280336586,0.0
0.0,0.0,1.0,0.0,0.5478480153716951,0.0
0.0,0.0,0.0,1.0,0.4367481433568088,0.0
0.0,0.0,1.0,0.0,0.670279150794215,0.0
1.0,0.0,0.0,0.0,0.7114861822831876,0.0
0.0,0.0,1.0,0.0,0.9023304211479185,0.0
0.0,0.0,0.0,1.0,0.08383060470678017,0.0
0.9999999999999999,0.0,0.0,0.0,0.7902812336121869,0.0
1.0,0.0,0.0,0.0,0.5651825531079766,0.0
0.0,1.0,0.0,0.0,0.8546238330360997,0.0
0.0,0.0,0.0,1.0,0.0776698742509565,0.0
0.0,0.0,0.0,1.0,0.12883202081111012,0.0
1.0,0.0,0.0,0.0,0.14819159927995784,0.0
0.0,0.0,0.9999999999999999,0.0,0.6789347265308301,0.0
0.0,0.0,1.0,0.0,0.26373250095802514,0.0
0.0,0.0,0.0,1.0,0.11931414693681452,0.0
1.0,0.0,0.0,0.0,0.7214381178418732,0.0
0.0,0.0,0.0,0.9999999999999999,0.5334471483184284,0.0
0.0,0.0,0.0,1.0,0.3192986275421913,0.0
0.0,1.0,0.0,0.0,0.2911872100409245,0.0
0.0,0.0,0.0,1.0,0.2944349264506173,0.0
1.0,0.0,0.0,0.0,0.7071604421455802,0.0
0.0,0.0,0.0,1.0,0.3291114616955363,0.0
0.0,1.0,0.0,0.0,0.25950673052504414,0.0
1.0,0.0,0.0,0.0,0.3825524188613706,0.0
0.0,1.0,0.0,0.0,0.2349374401964689,0.0
1.0,0.0,0.0,0.0,0.7487038945954583,0.0
1.0,0.0,0.0,0.0,0.9535251461465328,0.0
0.0,0.0,0.0,1.0,0.7174571259251579,0.0
0.0,0.0,0.0,1.0,0.07505667605927202,0.0
1.0,0.0,0.0,0.0,0.7628991805036256,0.0
0.0,0.0,0.0,1.0,0.6808089723806281,0.0
0.0,0.0,1.0,0.0,0.22575831952352965,0.0
0.0,0.0,0.0,1.0,0.6224092735327499,0.0
0.0,1.0,0.0,0.0,0.5886460895531428,0.0
0.0,0.0,0.0,1.0,0.8818314048156194,0.0
0.0,0.0,0.0,1.0,0.4022735888649446,0.0
1.0,0.0,0.0,0.0,0.6466007455855546,0.0
0.0,0.0,0.0,1.0,0.14300008514979878,0.0
0.0,1.0,0.0,0.0,0.06582788808802842,0.0
0.0,0.0,1.0,0.0,0.1655413455090976,0.0
0.0,0.0,1.0,0.0,0.26916748571544635,0.0
0.0,0.0,0.0,0.9999999999999999,0.9683582824852883,0.0
1.0,0.0,0.0,0.0,0.5020911529385932,0.0
0.0,1.0,0.0,0.0,0.838095721718355,0.0
0.0,1.0,0.0,0.0,0.12753529314433454,0.0
0.0,1.0,0.0,0.0,0.29340249576217803,0.0
0.0,0.0,0.9999999999999999,0.0,0.2313325745752991,0.0
0.0,1.0,0.0,0.0,0.25732321739191244,0.0
0.0,0.9999999999999999,0.0,0.0,0.6965541583919764,0.0
0.0,0.0,0.0,1.0,0.12691880278008072,0.0
1.0,0.0,0.0,0.0,0.930262092516375,0.0
0.0,0.0,1.0,0.0,0.09703716681017605,0.0
0.0,0.0,0.0,1.0,0.6416450242193691,0.0
1.0,0.0,0.0,0.0,0.4588232926552853,0.0
1.0,0.0,0.0,0.0,0.5359215630050348,0.0
0.0,0.0,0.0,0.9999999999999999,0.5029506891831241,0.0
1.0,0.0,0.0,0.0,0.10468634884187489,0.0
0.0,1.0,0.0,0.0,0.9707558294046116,0.0
1.0,0.0,0.0,0.0,0.12919367627758982,0.0
0.0,0.0,0.0,1.0,0.3653719960159605,0.0
0.0,0.0,1.0,0.0,0.4084356782790125,0.0
0.0,0.0,0.0,1.0,0.8304883261463858,0.0
0.0,0.0,0.0,1.0,0.5262650476791904,0.0
0.0,0.0,1.0,0.0,0.13600251488714765,0.0
0.0,0.0,1.0,0.0,0.14543146606591728,0.0
0.0,0.0,0.0,1.0,0.1354484269522621,0.0
0.0,1.0,0.0,0.0,0.7148660848589576,0.0
0.0,0.0,0.9999999999999999,0.0,0.7640014167030419,0.0
1.0,0.0,0.0,0.0,0.34033205798289945,0.0
0.0,1.0,0.0,0.0,0.8484003410649031,0.0
1.0,0.0,0.0,0.0,0.1486726585174134,0.0
1.0,0.0,0.0,0.0,0.3880758912063683,0.0
0.0,0.0,0.0,1.0,0.9926490920019766,0.0
1.0,0.0,0.0,0.0,0.5177927674644077,0.0
0.0,0.0,0.0,1.0,0.09317781650535106,0.0
0.0,0.0,1.0,0.0,0.9621826510334801,0.0
0.0,0.0,0.9999999999999999,0.0,0.09121666075244017,0.0
0.0,0.0,1.0,0.0,0.03059808467149472,0.0
0.0,1.0,0.0,0.0,0.6039801993936292,0.0
1.0,0.0,0.0,0.0,0.5361709572281154,0.0
0.0,0.0,0.0,1.0,0.7206795103949953,0.0
0.0,0.0,1.0,0.0,0.5137830735297387,0.0
0.0,0.0,0.9999999999999999,0.0,0.4064234346320498,0.0
0.0,0.0,1.0,0.0,0.924638387288066,0.0
0.0,0.0,0.0,0.9999999999999999,0.6843835986046868,0.0
1.0,0.0,0.0,0.0,0.4313331996522811,0.0
0.0,0.0,0.0,0.9999999999999999,0.7569089951668506,0.0
0.0,0.0,0.0,1.0,0.44091793687631264,0.0
0.0,0.0,0.0,1.0,0.3820328194890059,0.0
1.0,0.0,0.0,0.0,0.04585946472356317,0.0
0.0,0.0,0.0,0.9999999999999999,0.9183238139446692,0.0
0.0,1.0,0.0,0.0,0.9728855183377059,0.0
0.0,1.0,0.0,0.0,0.8809441409476667,0.0
0.0,1.0,0.0,0.0,0.32298392571235646,0.0
0.0,1.0,0.0,0.0,0.41956612292746187,0.0
0.0,0.0,0.0,1.0,0.6876420550954488,0.0
0.0,1.0,0.0,0.0,0.2939100389836117,0.0
0.0,0.0,1.0,0.0,0.324002319726827,0.0
0.0,1.0,0.0,0.0,0.5892280090694823,0.0
0.0,0.0,0.0,1.0,0.8972065539373616,0.0
0.0,0.0,1.0,0.0,0.7136482857926677,0.0
0.0,0.0,1.0,0.0,0.28714613151952006,0.0
0.0,0.0,1.0,0.0,0.62381884625406,0.0
0.0,0.0,0.0,1.0,0.775375677682935,0.0
0.0,0.9999999999999999,0.0,0.0,0.6614994615561547,0.0
0.0,1.0,0.0,0.0,0.4136034975375935,0.0
0.0,0.9999999999999999,0.0,0.0,0.3726393256201812,0.0
0.0,0.0,0.9999999999999999,0.0,0.30054583001387813,0.0
0.0,1.0,0.0,0.0,0.7215057501504731,0.0
0.0,1.0,0.0,0.0,0.6516544854303364,0.0
1.0,0.0,0.0,0.0,0.8098709218021659,0.0
0.0,0.0,1.0,0.0,0.5198686285153955,0.0
0.0,1.0,0.0,0.0,0.13163733467221916,0.0
0.0,0.0,1.0,0.0,0.9531379287614041,0.0
0.0,1.0,0.0,0.0,0.8455946625461084,0.0
0.0,1.0,0.0,0.0,0.4325664008141379,0.0
0.0,0.0,0.0,1.0,0.7417005877899502,0.0
1.0,0.0,0.0,0.0,0.5205634300989562,0.0
1.0,0.0,0.0,0.0,0.4083437758435965,0.0
0.0,0.0,1.0,0.0,0.22851460788850797,0.0
0.0,1.0,0.0,0.0,0.9588437618014413,0.0
0.0,0.0,0.0,1.0,0.2886855867804693,0.0
0.0,1.0,0.0,0.0,0.3002270061428155,0.0
0.0,0.0,0.0,1.0,0.6172874061069266,0.0
0.0,1.0,0.0,0.0,0.7579186641111065,0.0
0.0,0.9999999999999999,0.0,0.0,0.8676405805279463,0.0
0.0,0.0,0.0,1.0,0.12770535170746034,0.0
0.0,0.0,0.0,0.9999999999999999,0.6572748342913614,0.0
0.0,0.0,0.9999999999999999,0.0,0.06542624652712459,0.0
0.0,0.0,0.0,1.0,0.6599431017344091,0.0
0.0,1.0,0.0,0.0,0.5663029636784519,0.0
0.0,0.0,0.0,1.0,0.021831792656243576,0.0
0.0,1.0,0.0,0.0,0.3338678506856212,0.0
0.0,0.0,0.0,1.0,0.07859973674048082,0.0
1.0,0.0,0.0,0.0,0.6142592815320951,0.0
1.0,0.0,0.0,0.0,0.4729924895895391,0.0
1.0,0.0,0.0,0.0,0.4626739173305303,0.0
0.9999999999999999,0.0,0.0,0.0,0.5295713342913564,0.0
0.0,0.0,1.0,0.0,0.27125341723692764,0.0
1.0,0.0,0.0,0.0,0.8909671166296789,0.0
0.0,0.9999999999999999,0.0,0.0,0.8685278113737801,0.0
0.0,0.0,0.0,1.0,0.7946345911309834,0.0
0.0,0.0,0.0,1.0,0.15093537090007414,0.0
0.0,0.0,0.0,1.0,0.9969395982690521,0.0
0.9999999999999999,0.0,0.0,0.0,0.20654448919018975,0.0
0.0,0.0,1.0,0.0,0.12877865615034445,0.0
1.0,0.0,0.0,0.0,0.9360423349621455,0.0
0.0,0.0,1.0,0.0,0.9223648660489254,0.0
0.0,1.0,0.0,0.0,0.9857189546777755,0.0
0.0,0.0,0.9999999999999999,0.0,0.30015391945580316,0.0
0.0,0.0,1.0,0.0,0.2676306634446678,0.0
0.0,1.0,0.0,0.0,0.8105630388899195,0.0
0.0,1.0,0.0,0.0,0.15707998392039269,0.0
1.0,0.0,0.0,0.0,0.08464098829548972,0.0
0.0,0.0,0.0,0.9999999999999999,0.47107089658983625,0.0
0.0,0.0,0.0,1.0,0.7207655626482351,0.0
1.0,0.0,0.0,0.0,0.9925694388644227,0.0
0.0,0.0,0.0,0.9999999999999999,0.9568106103122231,0.0
0.0,0.0,1.0,0.0,0.010365976950795996,0.0
0.0,0.0,0.0,1.0,0.7950172735257712,0.0
0.0,0.0,1.0,0.0,0.46895528713260404,0.0
0.0,0.0,1.0,0.0,0.22412647616494263,0.0
0.0,0.0,0.0,1.0,0.5704802824875878,0.0
0.0,0.0,0.0,1.0,0.5179000408608683,0.0
0.0,0.0,0.0,0.9999999999999999,0.8800189370998603,0.0
0.0,0.0,0.9999999999999999,0.0,0.5720897942549673,0.0
0.0,0.0,0.0,1.0,0.6915121711291498,0.0
0.0,1.0,0.0,0.0,0.18189233089460966,0.0
0.0,0.0,0.0,1.0,0.38200095815125046,0.0
0.0,0.0,0.0,1.0,0.46148832282289987,0.0
0.0,1.0,0.0,0.0,0.3770276002005726,0.0
0.0,0.0,1.0,0.0,0.22217625014096776,0.0
0.0,0.0,0.0,1.0,0.662580006146321,0.0
0.0,0.0,0.0,1.0,0.6956508954591337,0.0
0.0,0.0,1.0,0.0,0.8836438297618217,0.0
0.0,1.0,0.0,0.0,0.8727353428072752,0.0
0.9999999999999999,0.0,0.0,0.0,0.3720444541829466,0.0
0.0,0.0,1.0,0.0,0.5240717055683025,0.0
0.0,0.0,0.0,1.0,0.5325719745182262,0.0
0.0,0.0,0.0,1.0,0.8072165687401875,0.0
0.0,0.0,0.0,1.0,0.034957900297827416,0.0
0.0,0.0,1.0,0.0,0.01383818245632551,0.0
0.0,0.0,0.0,1.0,0.16568379762083962,0.0
0.0,1.0,0.0,0.0,0.02930230826097635,0.0
0.0,0.0,0.9999999999999999,0.0,0.131471829061931,0.0
0.0,0.0,1.0,0.0,0.8617800390032714,0.0
0.0,1.0,0.0,0.0,0.9482647307578677,0.0
0.0,1.0,0.0,0.0,0.8806864219607462,0.0
0.0,1.0,0.0,0.0,0.41823536734364763,0.0
1.0,0.0,0.0,0.0,0.8290697428634324,0.0
0.0,0.0,0.0,1.0,0.8022912268616681,0.0
0.0,0.9999999999999999,0.0,0.0,0.10987140836517562,0.0
0.0,0.0,0.0,1.0,0.5505687467633831,0.0
0.0,0.0,1.0,0.0,0.4579613426392145,0.0
0.0,0.0,0.0,1.0,0.9220614663353227,0.0
0.0,1.0,0.0,0.0,0.9779515150315927,0.0
0.0,0.0,0.0,1.0,0.26206154288655337,0.0
0.0,1.0,0.0,0.0,0.9494204607408255,0.0
0.0,0.0,1.0,0.0,0.882350438640811,0.0
0.0,0.0,0.0,0.9999999999999999,0.06447432608249937,0.0
0.0,1.0,0.0,0.0,0.09438592233599485,0.0
0.0,0.0,0.0,1.0,0.45704981568675696,0.0
1.0,0.0,0.0,0.0,0.6159044961983982,0.0
0.0,0.0,1.0,0.0,0.182513188217575,0.0
0.0,1.0,0.0,0.0,0.5643791180741253,0.0
0.0,0.0,1.0,0.0,0.18392937991608316,0.0
0.0,1.0,0.0,0.0,0.88658040445136,0.0
0.0,1.0,0.0,0.0,0.8181478665137507,0.0
0.0,0.9999999999999999,0.0,0.0,0.7349025500838317,0.0
0.0,1.0,0.0,0.0,0.42010710424408815,0.0
0.0,1.0,0.0,0.0,0.41360603025994347,0.0
0.0,0.0,0.0,1.0,0.6611380106634452,0.0
0.0,0.0,0.0,1.0,0.42228729457641223,0.0
0.9999999999999999,0.0,0.0,0.0,0.02069168293096313,0.0
0.0,0.0,1.0,0.0,0.6756666726799878,0.0
1.0,0.0,0.0,0.0,0.324191775229393,0.0
0.0,0.0,0.0,0.9999999999999999,0.5720483251653813,0.0
0.0,0.0,0.0,1.0,0.7798978946089636,0.0
1.0,0.0,0.0,0.0,0.8363345381415708,0.0
0.0,0.0,1.0,0.0,0.034143758976921124,0.0
0.0,0.0,0.0,0.9999999999999999,0.6023077119473602,0.0
0.0,1.0,0.0,0.0,0.7090050143469117,0.0
0.0,0.0,0.0,1.0,0.8858233797764073,0.0
1.0,0.0,0.0,0.0,0.7798512352994919,0.0
0.0,0.0,0.0,0.9999999999999999,0.3533305290282013,0.0
0.0,0.0,1.0,0.0,0.5051768392352632,0.0
0.0,0.0,1.0,0.0,0.14989711200758926,0.0
0.9999999999999999,0.0,0.0,0.0,0.634787967795791,0.0
0.0,0.0,0.0,0.9999999999999999,0.5915604677839759,0.0
1.0,0.0,0.0,0.0,0.6113451817861835,0.0
0.0,0.0,0.0,1.0,0.6186978057515258,0.0
0.0,1.0,0.0,0.0,0.3924145802625626,0.0
1.0,0.0,0.0,0.0,0.06561815584624187,0.0
0.0,1.0,0.0,0.0,0.23494784471674113,0.0
0.0,0.0,0.9999999999999999,0.0,0.42875395222262325,0.0
1.0,0.0,0.0,0.0,0.5075685829465543,0.0
0.0,0.0,1.0,0.0,0.2419011317983707,0.0
0.0,0.0,0.0,1.0,0.5311992190051,0.0
0.0,1.0,0.0,0.0,0.745728646422863,0.0
0.0,0.0,0.0,1.0,0.5252892401196467,0.0
1.0,0.0,0.0,0.0,0.24142923434544028,0.0
0.0,1.0,0.0,0.0,0.4465951100404997,0.0
0.0,0.0,0.0,1.0,0.7961687027252187,0.0
0.0,0.0,1.0,0.0,0.5618578912698334,0.0
0.0,0.0,0.0,1.0,0.8975396093268774,0.0
0.9999999999999999,0.0,0.0,0.0,0.33399606886557975,0.0
1.0,0.0,0.0,0.0,0.26971592218034324,0.0
0.0,1.0,0.0,0.0,0.15077671590716635,0.0
0.0,1.0,0.0,0.0,0.27280169879029903,0.0
0.9999999999999999,0.0,0.0,0.0,0.6731829669045828,0.0
1.0,0.0,0.0,0.0,0.4300767473845103,0.0
0.0,1.0,0.0,0.0,0.09252439452554018,0.0
0.0,0.0,1.0,0.0,0.5020340878643416,0.0
0.0,0.0,0.0,1.0,0.30311270357569564,0.0
0.0,0.0,0.0,1.0,0.7868555677382593,0.0
0.0,0.0,0.0,1.0,0.329780344008052,0.0
0.0,0.0,0.0,1.0,0.7562763602650223,0.0
1.0,0.0,0.0,0.0,0.39433816633072516,0.0
0.0,1.0,0.0,0.0,0.6531026872876878,0.0
0.0,0.0,1.0,0.0,0.8754501628625406,0.0
0.0,0.0,0.0,1.0,0.5089537888478971,0.0
0.0,0.0,0.0,1.0,0.7222941343839793,0.0
1.0,0.0,0.0,0.0,0.8202921471347049,0.0
1.0,0.0,0.0,0.0,0.04842019428138267,0.0
0.0,0.0,1.0,0.0,0.4043115744420148,0.0
0.0,1.0,0.0,0.0,0.013126147972458702,0.0
1.0,0.0,0.0,0.0,0.8236060615916742,0.0
0.9999999999999999,0.0,0.0,0.0,0.29840023717438746,0.0
0.0,0.0,0.0,1.0,0.9113507459237213,0.0
0.0,1.0,0.0,0.0,0.06253479502825254,0.0
0.0,0.0,0.0,1.0,0.33192369960726176,0.0
1.0,0.0,0.0,0.0,0.4083638800914988,0.0
1.0,0.0,0.0,0.0,0.7182934558340286,0.0
0.0,0.0,0.0,1.0,0.06240479961753487,0.0
0.0,0.0,1.0,0.0,0.5565414600953882,0.0
0.0,1.0,0.0,0.0,0.39188386453117985,0.0
0.0,0.9999999999999999,0.0,0.0,0.3963316089072628,0.0
0.0,0.0,0.0,1.0,0.7355612766288327,0.0
0.0,0.0,0.9999999999999999,0.0,0.8910242475364292,0.0
0.0,1.0,0.0,0.0,0.14197330867735625,0.0
0.0,0.0,0.0,0.9999999999999999,0.3563439919892246,0.0
0.0,1.0,0.0,0.0,0.6420431764206866,0.0
0.0,0.0,0.0,1.0,0.18007914245349,0.0
0.0,1.0,0.0,0.0,0.2071669381395581,0.0
1.0,0.0,0.0,0.0,0.2698887790929507,0.0
0.0,0.0,0.0,1.0,0.5009915045601525,0.0
0.0,0.0,0.0,1.0,0.4901823953852771,0.0
0.0,0.0,0.0,1.0,0.10935376148963716,0.0
0.0,1.0,0.0,0.0,0.969923454596768,0.0
0.0,1.0,0.0,0.0,0.7485007731811709,0.0
0.0,1.0,0.0,0.0,0.6113429506399822,0.0
0.0,0.0,0.0,1.0,0.6503946595383047,0.0
0.0,0.0,1.0,0.0,0.36200818179664906,0.0
1.0,0.0,0.0,0.0,0.6360955189872206,0.0
1.0,0.0,0.0,0.0,0.1268530143159221,0.0
0.0,0.0,0.0,1.0,0.14484020618875604,0.0
0.0,0.0,0.0,1.0,0.08265699311067742,0.0
1.0,0.0,0.0,0.0,0.2560102627829528,0.0
0.0,1.0,0.0,0.0,0.6113635174501666,0.0
0.0,0.0,0.9999999999999999,0.0,0.6798904465482095,0.0
0.0,1.0,0.0,0.0,0.8921223114842595,0.0
0.9999999999999999,0.0,0.0,0.0,0.9055615191519417,0.0
1.0,0.0,0.0,0.0,0.8785350066758811,0.0
0.0,0.0,1.0,0.0,0.057629717640082845,0.0
0.0,1.0,0.0,0.0,0.8986694099350673,0.0
0.0,0.0,0.0,0.9999999999999999,0.36378954004211905,0.0
0.0,0.0,0.0,1.0,0.340775283202596,0.0
0.0,0.0,0.0,1.0,0.25364240435718344,0.0
0.0,0.0,1.0,0.0,0.9018257564153934,0.0
0.0,0.0,0.0,1.0,0.7345818538969535,0.0
1.0,0.0,0.0,0.0,0.766119665903145,0.0
0.0,0.0,0.9999999999999999,0.0,0.7446199516476447,0.0
1.0,0.0,0.0,0.0,0.3399232307554114,0.0
0.0,0.0,1.0,0.0,0.9786817438584502,0.0
0.0,0.0,0.0,1.0,0.7430332481032418,0.0
0.0,0.0,0.0,1.0,0.6585113128642077,0.0
0.0,0.0,1.0,0.0,0.7450235913655993,0.0
1.0,0.0,0.0,0.0,0.6873193597387101,0.0
1.0,0.0,0.0,0.0,0.3586223520075543,0.0
1.0,0.0,0.0,0.0,0.5525441150994953,0.0
1.0,0.0,0.0,0.0,0.6498789282872096,0.0
0.0,0.0,1.0,0.0,0.47035152921118395,0.0
0.0,0.0,1.0,0.0,0.9979128451013556,0.0
0.0,0.0,0.9999999999999999,0.0,0.16736294107740513,0.0
0.0,1.0,0.0,0.0,0.6537017871317482,0.0
0.9999999999999999,0.0,0.0,0.0,0.01722901097575169,0.0
0.0,1.0,0.0,0.0,0.7238321450423654,0.0
0.0,1.0,0.0,0.0,0.035877699244047156,0.0
0.9999999999999999,0.0,0.0,0.0,0.772000633840137,0.0
0.0,0.0,1.0,0.0,0.4356412392173251,0.0
0.0,0.9999999999999999,0.0,0.0,0.19061981266750438,0.0
0.0,0.0,0.0,1.0,0.010342085107415744,0.0
1.0,0.0,0.0,0.0,0.3242552922387316,0.0
0.0,0.0,0.0,1.0,0.20359320559319027,0.0
1.0,0.0,0.0,0.0,0.9646160207466483,0.0
0.0,0.0,1.0,0.0,0.45447211740920435,0.0
1.0,0.0,0.0,0.0,0.004939881444255501,0.0
0.0,0.0,1.0,0.0,0.43836419089324996,0.0
1.0,0.0,0.0,0.0,0.10993134099189483,0.0
1.0,0.0,0.0,0.0,0.9277473936298709,0.0
0.0,0.0,0.0,1.0,0.6430748701337743,0.0
0.0,1.0,0.0,0.0,0.9583860571839942,0.0
0.0,0.0,0.0,0.9999999999999999,0.9786419409884951,0.0
0.9999999999999999,0.0,0.0,0.0,0.10260529303564525,0.0
0.0,0.0,1.0,0.0,0.2866551813387662,0.0
0.0,0.0,1.0,0.0,0.9414832854099527,0.0
0.0,0.0,1.0,0.0,0.8473493275480924,0.0
1.0,0.0,0.0,0.0,0.3736975420205637,0.0
0.0,0.0,1.0,0.0,0.6932073778755627,0.0
0.0,0.0,0.9999999999999999,0.0,0.9159318287403551,0.0
0.0,0.0,0.0,0.9999999999999999,0.9083117782419339,0.0
0.0,0.0,1.0,0.0,0.4439112371539784,0.0
0.0,0.0,0.9999999999999999,0.0,0.3313048435061512,0.0
0.0,0.0,1.0,0.0,0.1689867713136044,0.0
0.0,0.0,0.0,1.0,0.20251803056633133,0.0
0.0,0.0,0.0,1.0,0.09642248537508724,0.0
0.0,0.0,1.0,0.0,0.7407562367917742,0.0
0.0,0.0,1.0,0.0,0.9392998055528385,0.0
0.0,0.0,1.0,0.0,0.06076286800166231,0.0
0.0,0.0,0.0,0.9999999999999999,0.27779086220419213,0.0
0.0,0.0,1.0,0.0,0.9124759883324755,0.0
1.0,0.0,0.0,0.0,0.09384768019099954,0.0
1.0,0.0,0.0,0.0,0.9210704073764147,0.0
1.0,0.0,0.0,0.0,0.6936094098458027,0.0
0.9999999999999999,0.0,0.0,0.0,0.8153632215803223,0.0
0.0,0.0,0.0,0.9999999999999999,0.9481291527895072,0.0
0.0,0.0,0.0,1.0,0.12403581253640339,0.0
0.0,1.0,0.0,0.0,0.9876961007324687,0.0
1.0,0.0,0.0,0.0,0.0019164479117699251,0.0
0.0,0.0,0.0,1.0,0.5338478829285276,0.0
0.0,1.0,0.0,0.0,0.3893967880833542,0.0
0.0,0.0,0.0,1.0,0.5961340987783745,0.0
1.0,0.0,0.0,0.0,0.7470402154800625,0.0
0.0,0.0,0.0,1.0,0.3669724641332066,0.0
0.0,0.0,0.0,1.0,0.23515286597503005,0.0
0.0,0.0,1.0,0.0,0.6122131473548953,0.0
0.0,1.0,0.0,0.0,0.9486984349217996,0.0
0.0,1.0,0.0,0.0,0.7583891440252326,0.0
0.0,0.0,0.0,1.0,0.714692401407598,0.0
0.0,0.0,0.9999999999999999,0.0,0.17030155492717813,0.0
1.0,0.0,0.0,0.0,0.14262950405333663,0.0
1.0,0.0,0.0,0.0,0.41723052069769206,0.0
0.0,0.0,0.0,1.0,0.9144775582282635,0.0
0.0,0.0,0.0,1.0,0.5925501026402804,0.0
0.0,0.0,0.0,1.0,0.3811143910465262,0.0
0.0,0.0,1.0,0.0,0.7054964458454505,0.0
0.0,0.0,0.0,1.0,0.1138238249609188,0.0
0.0,0.9999999999999999,0.0,0.0,0.5852799226493165,0.0
0.0,1.0,0.0,0.0,0.5009976742783313,0.0
0.0,0.0,0.0,1.0,0.44046404871596434,0.0
0.0,0.0,1.0,0.0,0.8860091368571282,0.0
1.0,0.0,0.0,0.0,0.3771240200261009,0.0
